age,age-ch,education-num,education-ch,capital-gain,capital-gain-ch,capital-loss,capital-loss-ch,hours-per-week,hpwch
26,1,9,1,0,0,0,1,40,1
60,0,10,1,0,0,0,1,40,0
21,1,10,1,0,1,0,1,60,1
39,0,3,0,0,1,0,1,40,1
45,1,10,0,0,1,0,0,60,1
76,1,9,0,0,0,0,1,30,0
19,1,10,0,0,1,0,1,30,0
34,1,10,1,0,1,0,1,40,1
54,0,10,0,0,0,0,1,40,1
23,0,13,1,0,0,0,1,40,0
44,1,4,0,0,0,0,0,40,1
27,1,10,1,0,1,0,1,40,1
23,1,8,1,0,0,0,0,40,1
37,1,9,0,0,0,0,0,50,1
41,0,9,1,0,1,0,0,40,1
21,1,10,0,0,0,0,0,35,0
37,1,9,0,0,0,0,1,40,1
63,0,9,0,2174,0,0,1,40,1
35,1,7,0,0,1,0,0,40,0
47,1,5,1,0,0,0,0,56,1
41,1,10,0,0,1,0,0,40,1
50,1,9,0,0,0,0,1,60,1
26,0,9,0,0,0,0,1,50,1
36,0,10,0,0,0,0,0,42,1
47,1,10,0,0,0,0,0,40,0
51,1,10,1,0,1,0,1,50,0
41,0,9,0,0,0,625,0,40,1
40,0,15,1,15024,0,0,0,30,0
32,1,13,1,4064,1,0,1,50,0
37,0,13,1,7298,0,0,0,40,1
40,1,13,0,0,0,0,1,40,1
56,1,13,0,0,1,0,0,40,1
50,0,9,1,0,0,0,1,40,1
28,0,5,0,0,1,0,1,42,1
28,0,9,0,0,1,0,0,40,0
19,1,7,1,0,0,0,0,30,1
44,1,9,1,0,1,0,1,40,0
42,1,15,0,7430,1,0,0,44,0
47,0,10,1,0,1,0,1,40,0
31,0,10,0,0,0,0,0,40,0
61,0,7,0,0,1,0,1,40,0
21,0,10,0,0,1,0,1,40,0
26,0,13,0,0,1,0,0,45,1
58,1,9,1,0,0,0,1,40,0
35,1,13,1,0,0,0,1,40,0
35,0,11,1,0,1,0,0,40,1
29,0,12,1,3674,1,0,0,40,1
40,0,14,1,7688,1,0,0,40,0
33,0,13,0,0,1,0,1,55,0
38,0,10,0,0,0,0,1,40,0
50,0,11,0,0,1,0,0,50,1
66,0,10,1,0,1,0,1,40,1
36,1,10,1,0,1,0,0,40,1
33,0,7,1,0,1,0,0,40,0
55,0,14,1,0,0,0,1,60,0
46,0,9,1,0,0,0,0,40,1
36,1,12,1,0,1,0,0,40,1
41,1,8,1,0,1,0,1,40,0
30,1,9,0,0,1,0,0,32,1
29,0,8,1,0,0,0,0,42,0
60,1,10,0,0,1,0,1,40,1
24,1,9,0,0,1,0,1,48,1
42,0,10,0,0,1,0,0,50,1
26,1,9,1,0,0,0,0,40,0
37,0,13,1,0,1,0,1,40,0
27,1,3,0,0,0,0,1,48,0
26,1,9,1,0,0,0,0,48,1
23,0,11,1,0,1,0,1,50,1
60,1,14,0,0,0,0,0,60,1
49,1,9,1,0,1,0,1,40,0
46,1,10,1,0,1,0,0,40,0
21,1,9,1,0,1,0,0,40,1
48,1,15,0,0,1,0,1,60,1
70,0,5,0,0,0,0,1,45,1
44,1,14,0,0,1,0,0,55,0
58,1,13,1,0,1,0,0,40,1
41,0,12,1,0,1,0,0,40,1
54,1,4,0,0,0,3900,0,40,1
42,1,14,0,0,0,2201,1,60,0
28,0,6,0,0,0,0,1,40,1
65,0,7,1,0,1,0,1,20,0
35,1,9,0,0,1,0,1,35,0
82,1,3,1,0,0,0,1,20,0
48,0,10,0,0,1,0,0,50,0
44,1,16,1,15024,1,0,0,40,0
68,1,14,0,6360,1,0,1,20,1
42,1,9,0,0,1,0,0,40,1
24,0,9,0,0,0,2001,1,37,1
54,0,10,1,0,1,0,1,40,1
22,1,10,0,0,0,0,0,40,0
43,0,10,1,0,1,0,0,84,0
17,0,5,0,0,0,0,1,35,1
46,1,9,1,0,1,0,0,50,1
59,1,10,1,0,1,0,0,40,0
37,0,9,1,0,0,0,0,40,0
70,1,9,1,2228,1,0,0,24,1
57,0,9,1,0,1,1902,1,30,0
47,0,9,1,0,1,0,1,35,0
31,1,9,1,0,0,0,0,24,1
23,0,9,0,0,0,0,1,40,1
17,1,8,0,0,0,1721,1,25,0
63,1,1,0,0,0,0,1,30,1
44,1,15,0,0,1,0,0,55,0
30,0,15,0,0,1,0,1,60,1
23,0,10,1,0,0,0,1,20,1
44,1,14,0,0,0,1887,1,60,0
24,1,10,0,0,0,0,0,40,0
34,0,10,1,0,1,0,0,20,1
37,0,10,1,0,1,0,1,65,1
24,0,7,1,0,1,0,0,40,0
32,0,9,0,0,1,0,1,40,1
42,1,9,0,0,0,0,1,25,0
20,0,10,0,0,0,0,0,10,1
34,1,10,1,4386,0,0,0,40,0
37,1,10,0,0,1,0,1,20,0
47,0,9,0,0,1,0,1,40,1
25,0,5,0,0,1,0,1,45,0
36,0,9,0,0,0,1977,0,65,1
60,0,9,1,0,0,0,1,50,0
64,0,9,0,2635,0,0,0,10,0
32,0,13,0,0,0,0,0,40,1
33,1,6,0,0,1,0,0,40,0
71,0,13,0,0,1,0,0,14,0
55,1,10,1,0,1,0,0,40,0
85,0,9,1,0,0,0,1,50,0
57,1,4,0,0,1,0,0,40,0
39,0,15,0,0,0,2415,1,67,1
25,0,10,0,0,1,0,1,55,0
58,1,10,1,0,0,0,0,40,0
57,1,9,1,0,1,0,0,40,1
30,1,11,1,0,1,0,0,36,0
19,1,7,0,0,0,0,0,20,1
40,0,10,0,0,0,0,1,40,1
28,0,9,0,0,0,0,1,40,1
43,0,13,0,0,1,0,1,40,0
40,1,9,0,0,0,0,1,35,1
19,0,9,1,0,0,0,0,15,1
24,1,9,1,0,1,0,1,38,1
34,0,13,0,0,0,0,1,65,0
22,0,9,1,0,0,0,0,40,1
64,1,11,1,0,0,0,0,55,0
55,1,4,1,0,0,0,0,40,0
26,1,7,1,0,1,0,0,40,1
80,0,9,0,0,0,0,0,16,1
79,1,16,0,0,1,0,0,40,0
58,1,13,0,0,0,0,1,40,0
43,0,13,1,0,0,1876,0,40,1
43,0,9,0,0,1,0,0,40,1
46,1,9,1,0,0,0,1,25,0
35,0,9,0,0,1,0,1,40,0
51,1,11,0,5013,1,0,0,40,1
52,0,14,1,4787,0,0,1,60,0
43,0,13,1,0,1,0,0,60,0
68,1,10,1,0,1,0,1,45,0
34,1,13,1,0,0,0,0,45,0
37,0,13,1,0,1,0,0,40,0
22,1,9,0,0,1,0,0,40,0
32,1,9,0,0,1,0,0,55,1
65,1,6,1,0,1,0,1,40,1
28,0,10,0,0,0,0,0,60,0
37,0,9,0,0,0,0,0,40,1
40,1,13,1,0,0,0,1,45,1
40,1,7,1,0,0,0,0,40,1
52,1,9,1,0,1,0,0,20,1
35,1,10,1,0,1,0,1,60,0
62,1,3,0,0,1,0,1,30,0
49,1,11,1,0,0,0,1,45,0
49,0,9,1,0,0,0,0,55,0
47,0,13,0,15024,1,0,1,40,0
45,1,9,0,0,1,0,1,40,0
37,0,2,0,0,0,0,0,77,0
36,1,11,0,0,1,0,1,53,0
36,0,6,1,0,0,0,1,70,1
44,1,13,1,0,1,1902,1,50,0
51,0,14,1,0,0,1977,0,60,1
25,0,10,0,0,0,0,1,40,0
28,1,9,0,0,0,0,0,55,1
57,1,9,0,0,1,0,1,32,1
46,0,9,0,0,1,0,1,40,1
59,0,6,1,0,1,0,0,45,1
28,1,7,1,0,1,0,0,40,0
25,1,9,0,2597,0,0,0,40,0
35,1,9,1,0,1,0,0,40,0
27,0,12,0,0,0,0,0,45,0
29,1,13,1,0,0,0,1,40,1
43,0,9,0,0,1,0,1,40,0
38,1,9,0,0,1,0,1,40,1
26,0,10,0,0,0,0,0,40,1
55,1,14,1,0,0,0,0,50,1
36,1,9,1,0,0,0,1,40,1
37,0,10,1,0,1,0,1,40,0
23,0,9,0,0,0,0,1,40,0
34,0,9,1,0,1,0,1,30,0
41,0,7,0,0,1,0,1,55,0
44,1,11,1,0,1,0,1,40,1
48,1,11,1,0,1,0,1,50,1
35,0,9,0,7298,0,0,0,35,1
43,0,13,1,0,1,0,0,42,0
57,1,13,0,0,0,0,0,40,0
44,0,9,0,0,1,0,0,40,0
28,1,9,1,0,1,0,0,40,1
55,1,6,0,0,1,0,1,40,1
52,1,9,0,0,1,2051,0,38,0
30,1,9,1,0,1,0,1,40,0
31,1,16,0,0,1,0,1,50,1
21,0,10,0,0,1,0,0,70,1
50,1,15,0,0,0,0,1,45,1
43,0,13,1,0,1,0,1,70,0
33,1,9,1,0,1,0,1,50,1
23,1,11,0,0,0,0,0,25,1
35,1,13,1,0,0,0,0,65,1
18,1,10,1,0,0,0,1,15,0
21,0,10,1,0,0,0,1,40,1
33,1,13,0,0,1,0,1,70,1
30,1,13,0,0,1,0,1,45,0
21,0,10,1,0,0,0,1,15,1
36,0,13,1,0,0,0,0,35,1
38,1,10,1,0,1,0,1,40,0
33,0,14,1,7298,0,0,1,60,1
24,1,11,0,0,1,0,1,45,1
24,0,10,0,0,0,0,1,40,0
39,0,10,1,0,0,0,0,30,0
43,1,9,0,2829,0,0,1,60,1
43,0,13,1,0,0,0,1,21,1
62,1,14,0,0,1,0,1,2,0
30,1,13,0,0,1,0,1,40,1
25,1,7,0,0,1,0,1,40,0
45,1,9,1,0,1,0,1,35,0
22,1,10,1,0,1,0,1,20,0
73,0,13,1,0,1,2246,0,40,1
26,1,10,0,0,1,0,1,40,1
24,0,9,1,0,0,0,0,45,0
18,0,8,0,594,1,0,1,20,0
35,0,13,0,7298,1,0,1,35,1
22,1,10,0,0,0,0,0,43,1
28,0,10,1,0,1,0,0,40,0
38,0,10,0,0,1,0,1,45,1
68,0,16,0,0,0,0,1,70,1
40,0,9,0,0,0,0,1,40,1
32,0,10,0,0,1,0,0,84,1
42,0,9,1,0,1,1902,1,50,0
31,1,9,0,0,1,0,0,35,1
33,1,13,0,0,0,0,0,50,1
54,0,13,1,0,0,0,0,65,1
63,1,9,1,0,0,0,0,25,1
67,0,13,1,0,0,0,0,30,0
47,1,9,1,0,1,0,0,14,0
67,0,13,1,0,1,0,1,35,0
33,1,9,1,0,1,0,1,19,1
33,1,9,1,0,1,0,1,80,1
25,0,13,0,0,1,0,1,40,0
25,1,10,1,0,1,0,0,40,1
35,1,10,0,0,1,0,0,40,1
54,0,9,0,7688,0,0,1,40,1
35,1,9,0,0,1,0,0,80,1
18,0,7,1,0,1,0,0,12,1
54,1,9,0,4416,1,0,1,25,1
30,0,7,1,0,0,0,0,60,1
29,0,6,0,0,0,0,1,48,1
41,1,13,0,7688,1,0,1,10,1
40,0,12,0,0,0,0,0,40,0
46,0,10,1,5178,0,0,0,40,1
39,1,12,1,0,1,0,0,45,0
42,1,13,0,0,1,0,1,40,0
49,0,13,0,0,0,0,0,50,1
23,1,10,0,0,0,0,1,40,0
34,1,4,1,0,1,0,0,40,0
42,1,9,1,0,1,2042,1,48,1
31,0,10,1,0,0,0,1,50,0
72,1,9,0,0,0,0,0,2,1
31,1,11,0,0,1,0,1,30,0
90,1,14,0,0,0,0,0,40,0
27,1,13,0,0,0,0,0,40,0
18,0,9,0,0,0,0,1,40,0
30,1,9,1,99999,0,0,0,50,1
27,0,9,0,0,1,0,0,40,1
27,1,7,0,0,1,0,0,50,1
28,0,9,1,0,1,0,1,40,1
40,1,9,0,0,0,0,0,45,1
43,1,14,0,0,1,0,0,37,0
26,1,9,1,0,0,0,0,50,0
48,1,11,1,0,0,0,0,15,1
41,1,12,1,0,0,0,1,40,0
32,0,9,0,0,0,0,0,40,1
23,1,9,0,0,0,0,0,40,0
35,1,7,1,0,0,0,0,65,1
42,1,10,0,0,1,0,1,50,0
27,1,13,0,4101,1,0,0,40,1
34,0,9,0,0,1,0,0,40,0
25,1,13,1,0,1,0,0,40,0
46,1,13,0,4787,1,0,0,45,0
34,1,10,1,0,0,0,1,40,0
39,1,9,1,0,1,0,0,40,0
33,1,9,0,0,0,0,1,40,0
25,0,13,1,0,0,0,1,40,1
45,1,11,0,2174,1,0,0,50,1
46,0,13,0,0,0,0,0,40,0
23,1,9,0,4650,0,0,1,50,0
37,1,10,0,0,1,0,0,40,0
39,0,14,0,0,0,0,0,40,0
38,1,9,1,0,1,0,1,40,1
35,0,10,0,0,1,0,0,40,0
49,0,13,0,0,1,0,0,50,0
37,0,12,0,0,0,0,0,13,1
45,1,9,0,0,1,0,0,40,1
71,1,8,0,0,0,0,0,40,0
44,0,13,1,0,0,0,1,60,0
19,1,10,0,0,0,0,0,22,0
38,0,11,0,0,1,0,0,40,0
42,1,9,1,0,1,0,1,40,0
29,0,11,1,0,0,0,1,60,1
48,0,7,0,0,0,0,1,40,1
56,0,11,1,0,1,0,1,54,1
32,1,9,0,0,1,0,1,40,1
19,1,9,0,0,1,0,0,30,1
57,0,10,0,0,1,0,1,35,1
55,0,6,1,0,1,0,0,60,1
48,1,7,1,0,1,0,0,40,1
46,0,8,1,0,1,0,1,45,0
36,1,5,0,0,0,0,0,40,0
66,0,13,1,0,1,0,1,50,0
26,0,9,1,0,0,0,1,40,0
58,0,11,1,15024,0,0,1,40,0
62,1,13,0,0,1,0,0,55,1
31,1,13,1,0,0,0,1,40,1
77,1,11,1,0,0,0,0,25,1
25,0,9,0,0,0,0,0,40,0
38,0,13,0,0,1,0,0,56,1
33,1,13,1,0,1,0,0,40,0
51,0,10,0,0,0,0,0,40,0
20,1,11,1,0,0,0,0,40,1
40,0,9,0,0,1,0,0,40,0
20,0,6,0,0,0,0,1,40,0
41,1,10,0,0,1,0,0,25,1
44,1,8,1,0,0,0,1,40,1
35,1,9,0,0,0,0,0,40,1
35,1,9,1,0,1,0,0,60,1
46,0,10,0,0,0,0,0,40,1
24,1,10,0,0,0,0,1,17,1
18,0,10,1,0,0,0,0,40,0
37,1,9,0,0,0,0,0,40,0
58,0,16,1,0,1,0,0,8,0
55,0,11,0,0,1,0,1,40,0
68,1,9,1,0,1,0,1,30,1
41,0,13,1,0,1,0,1,40,1
50,1,14,1,15024,0,0,0,50,0
48,1,9,0,0,1,0,1,40,1
42,1,10,0,0,1,0,1,45,0
45,1,9,1,0,0,0,0,40,0
43,0,10,0,0,0,0,1,40,0
37,1,10,0,0,0,0,0,35,1
43,0,13,0,0,0,0,1,45,0
36,0,9,1,0,0,0,1,40,0
60,0,9,0,0,1,0,1,30,1
27,0,9,0,0,1,0,1,50,0
36,1,13,0,0,0,0,1,50,0
47,0,12,1,0,1,0,0,40,0
33,0,10,1,0,1,0,0,80,0
19,0,8,1,0,1,0,1,20,0
33,1,13,1,0,1,0,1,35,1
34,0,13,0,0,0,0,0,40,1
33,0,9,1,0,1,0,1,40,0
57,1,10,0,0,1,0,1,48,1
59,1,14,0,27828,0,0,1,45,1
36,1,9,0,0,1,2002,0,40,1
60,1,12,0,0,1,0,0,40,0
33,1,11,1,0,0,0,1,40,1
41,1,13,1,0,1,0,0,45,0
20,1,10,0,0,1,0,1,10,0
28,1,13,0,2202,1,0,0,50,1
24,1,14,0,0,1,0,0,20,0
31,0,8,0,0,0,0,1,60,1
38,1,9,0,0,0,0,0,40,1
40,1,13,0,0,1,0,1,45,1
55,0,13,1,0,1,0,1,15,0
49,0,9,1,4064,0,0,1,50,0
33,1,9,1,0,0,0,0,45,1
52,0,3,1,0,1,0,0,40,1
24,0,13,1,0,0,0,1,35,0
46,1,13,0,0,1,0,0,48,1
20,0,10,0,0,1,0,0,20,1
50,1,3,1,0,0,0,0,40,0
22,0,9,1,0,1,0,0,40,0
32,1,10,0,0,1,0,0,35,0
46,0,9,0,0,0,0,0,65,1
62,1,9,0,2961,1,0,0,30,1
39,0,10,1,0,1,1977,0,62,1
26,0,10,0,0,1,0,1,15,0
20,0,10,0,0,1,0,0,14,1
37,1,10,1,0,0,0,0,50,1
40,1,10,0,0,1,0,1,24,1
22,0,10,1,0,1,0,1,38,1
32,1,13,1,10520,1,0,1,40,1
41,0,10,0,0,1,0,0,50,1
24,1,12,0,0,0,0,0,40,0
40,0,9,1,0,1,0,0,40,0
37,0,15,0,0,1,0,1,39,0
42,0,14,0,0,1,1902,0,40,0
56,0,5,1,0,1,0,1,40,1
20,0,10,0,0,0,0,0,50,1
55,1,9,0,0,1,0,0,40,0
29,1,9,1,0,0,0,0,40,0
37,1,9,0,0,0,0,0,40,1
61,0,13,0,0,0,0,1,60,1
26,1,13,0,0,0,0,0,38,1
49,0,10,0,0,0,0,0,55,0
18,0,4,1,0,1,0,0,40,1
30,0,5,0,0,0,0,1,40,1
24,1,9,0,0,1,0,0,20,0
24,0,9,1,0,0,0,1,40,1
37,1,9,0,0,0,0,0,40,0
37,0,9,1,0,1,0,1,40,0
36,1,10,1,0,1,0,0,65,1
40,1,9,0,0,0,0,1,40,0
44,1,9,0,0,1,0,0,55,0
43,1,9,0,0,1,0,0,20,0
19,0,10,0,0,0,0,1,35,0
50,0,14,1,0,1,1485,1,40,0
17,0,6,0,0,1,0,0,30,1
39,0,9,1,0,1,0,0,50,0
43,1,9,1,0,0,0,1,40,0
43,0,9,0,0,0,0,1,40,1
40,1,14,1,0,1,0,1,40,1
31,0,10,1,0,0,0,0,40,1
25,0,13,0,0,0,0,1,40,0
30,1,13,0,0,0,1876,1,40,0
55,0,5,0,0,1,0,1,40,0
55,0,4,0,0,0,0,1,75,1
29,1,10,0,0,0,0,1,40,1
28,0,13,0,10520,1,0,1,60,0
30,0,9,1,0,0,0,0,40,0
33,0,9,0,0,1,1672,0,55,0
23,0,9,0,0,1,0,1,40,1
71,1,7,1,0,1,0,0,75,1
22,1,10,1,0,0,0,1,6,1
21,1,10,0,0,0,0,0,40,0
62,0,9,0,0,1,0,0,24,1
22,0,10,1,0,0,0,0,40,1
49,0,9,0,0,0,0,1,40,0
31,0,12,0,0,0,0,0,20,0
27,1,12,1,0,1,0,0,40,1
27,0,14,1,0,1,0,0,40,0
26,1,10,0,0,0,0,1,20,0
30,1,10,0,0,0,0,1,40,0
17,1,6,1,0,0,0,1,30,0
26,0,10,1,0,0,0,1,50,1
45,1,9,0,0,0,0,0,40,1
50,1,9,0,7688,0,0,1,40,1
31,1,9,1,0,1,0,0,45,0
51,1,12,1,0,0,0,1,40,1
56,0,5,1,0,0,0,0,40,1
24,1,13,1,0,0,0,0,35,0
29,1,8,0,0,0,0,0,40,0
26,0,10,1,0,1,0,1,24,1
51,1,10,0,0,1,0,1,45,1
32,0,9,0,0,0,0,0,40,0
47,0,13,1,0,1,0,0,40,0
30,1,9,1,0,1,0,1,40,0
41,1,7,1,0,1,0,1,40,0
49,0,10,0,0,0,0,1,40,1
40,0,10,0,0,0,0,1,40,0
62,1,9,1,0,1,0,1,40,1
43,1,13,0,0,0,0,1,60,1
76,1,3,1,0,1,0,1,20,0
40,0,14,0,0,0,0,1,60,0
35,1,13,1,0,0,0,1,50,1
27,0,9,1,0,0,0,0,40,0
54,0,13,1,15024,0,0,0,40,1
55,0,9,0,0,0,0,1,40,0
21,1,10,1,0,1,0,1,12,1
20,1,10,1,0,0,0,1,20,1
39,0,9,0,0,1,0,1,20,0
26,0,13,1,10520,1,0,0,64,0
20,1,9,1,0,0,0,1,42,1
28,0,9,1,0,1,0,0,60,0
56,0,10,0,0,1,0,0,40,0
39,1,8,1,0,0,0,1,40,1
44,1,13,1,0,1,0,0,40,0
55,0,9,1,0,1,0,1,40,1
54,0,9,1,0,0,0,1,40,0
30,1,13,1,13550,1,0,0,45,0
34,0,9,0,0,0,0,1,57,1
42,1,9,0,0,0,0,0,38,1
50,0,10,1,0,1,0,0,75,0
34,0,10,0,0,1,0,0,40,0
23,0,11,1,0,0,0,1,33,0
27,0,13,1,0,0,0,1,25,1
81,0,13,1,0,1,0,0,5,1
47,1,7,0,6849,0,0,0,40,1
57,1,3,0,0,1,0,1,40,1
65,0,11,0,0,0,0,0,56,0
33,1,14,1,0,1,0,0,50,1
37,0,9,0,0,1,0,1,48,0
53,1,13,1,0,1,0,1,40,0
27,0,13,0,0,0,0,1,40,1
47,0,9,1,0,0,0,0,50,1
42,1,12,1,0,0,0,1,50,1
39,0,10,1,4787,0,0,0,40,1
58,0,13,1,0,0,0,1,40,1
20,0,9,1,0,1,0,0,24,0
19,0,9,0,0,0,0,0,40,0
39,1,9,0,0,1,0,1,35,1
51,0,9,1,0,0,0,1,44,1
52,1,9,0,0,0,0,1,40,1
53,1,10,0,0,1,0,1,50,1
50,0,10,0,0,0,0,0,40,1
36,1,9,0,0,0,0,1,40,0
30,1,13,1,0,1,0,0,72,0
30,1,10,0,0,0,0,1,40,0
50,1,9,0,0,0,0,1,55,1
76,0,4,0,0,1,0,1,40,0
46,0,13,1,0,1,2415,1,40,0
24,0,10,1,0,1,0,1,40,1
26,1,9,0,2885,0,0,0,40,1
56,0,15,0,0,0,1977,0,50,1
50,0,13,0,15024,1,0,0,40,0
22,0,10,0,2407,0,0,1,40,1
23,0,13,1,0,0,0,0,35,0
51,1,9,1,0,0,0,0,50,1
58,0,6,1,0,0,0,1,40,1
38,0,5,1,0,0,0,1,24,0
45,0,10,1,0,0,0,1,40,0
55,0,9,0,0,0,0,0,40,1
45,0,10,0,0,0,0,0,60,0
42,1,10,1,0,0,0,1,45,1
44,0,13,1,0,0,0,1,46,0
60,1,13,1,0,1,0,1,50,0
27,0,10,0,0,1,0,0,40,0
25,0,10,1,0,0,0,1,40,1
61,1,13,0,0,1,0,1,24,1
43,0,9,0,15024,1,0,0,50,0
44,1,11,0,0,0,1340,1,40,0
63,0,4,0,0,1,0,0,41,0
46,1,14,0,0,0,0,0,43,0
47,0,10,0,0,1,0,1,40,1
37,1,10,1,0,0,0,0,40,0
43,1,9,1,0,1,0,0,40,0
46,0,14,0,0,1,0,1,35,1
48,0,6,0,0,0,0,1,35,1
61,0,12,0,0,1,0,0,90,0
53,1,9,0,0,1,1977,0,40,1
79,0,4,0,1409,1,0,0,35,0
44,0,9,0,0,1,0,0,30,1
54,1,9,0,0,0,0,1,45,0
22,1,10,0,0,1,0,1,40,1
47,0,9,0,0,0,0,1,50,1
18,1,9,0,0,0,0,1,20,1
25,1,6,0,0,0,0,0,40,0
24,1,10,1,0,0,0,0,40,0
37,0,13,1,0,1,0,0,40,1
51,1,10,1,0,1,2547,1,40,0
35,0,9,0,7298,0,0,1,60,1
59,1,10,0,0,1,0,1,34,1
46,0,10,1,0,1,0,1,40,1
45,0,11,1,0,1,0,1,60,0
19,1,9,0,0,1,0,1,15,0
22,0,9,0,0,0,0,0,28,0
41,0,13,1,0,1,0,1,40,0
33,0,9,0,0,1,0,0,40,0
26,1,9,0,0,0,0,1,40,0
22,0,10,0,0,0,0,0,35,1
29,1,9,0,0,0,0,1,65,1
22,1,9,0,0,0,0,1,39,0
34,1,12,1,0,1,2042,1,10,0
23,1,8,0,0,0,0,0,40,1
20,1,9,0,3781,0,0,1,50,1
25,1,13,0,0,0,0,1,40,1
59,0,9,0,0,0,0,0,40,0
44,1,10,1,4386,0,0,0,55,0
55,1,10,1,0,0,0,0,40,0
77,1,10,0,0,1,1944,1,1,0
42,1,14,1,0,0,0,1,40,1
47,1,9,1,0,0,0,1,40,1
42,1,10,0,0,1,0,1,40,0
45,1,10,1,0,0,0,1,40,1
23,1,9,1,0,1,0,1,40,0
60,0,5,1,0,1,0,1,40,1
23,1,10,1,0,0,0,1,40,0
52,0,9,0,0,1,0,0,40,1
49,0,9,1,0,0,0,0,40,0
20,0,10,1,0,0,0,0,40,0
20,0,9,0,0,1,0,0,20,0
23,1,9,0,0,0,0,1,45,1
30,1,10,0,0,0,0,1,65,1
45,1,9,1,0,1,0,1,48,0
30,0,15,0,0,0,0,1,35,1
17,1,5,0,0,0,0,0,20,0
22,1,9,0,0,1,0,1,40,0
25,1,13,0,0,1,0,0,40,1
52,1,10,0,15024,0,0,1,55,1
40,0,10,0,0,0,0,0,40,0
18,1,6,1,0,0,0,0,30,0
58,0,9,0,0,0,0,1,45,0
30,1,9,1,0,0,0,1,50,0
59,0,6,0,3942,0,0,1,40,1
29,0,10,0,0,1,0,0,30,0
26,0,11,0,0,0,0,0,40,1
39,1,13,1,0,0,0,1,10,0
33,0,13,1,0,0,0,0,50,1
21,1,10,0,0,0,0,0,40,0
22,0,10,0,0,1,0,0,24,0
25,0,10,1,0,1,0,1,40,1
19,1,10,1,0,0,0,0,20,1
44,0,10,0,0,1,0,0,40,0
35,0,9,0,0,0,0,1,40,0
40,1,9,1,0,1,0,0,40,0
19,1,7,1,0,0,0,0,20,0
37,1,9,1,0,1,0,1,35,0
32,0,11,0,0,0,0,1,40,1
52,1,9,0,0,0,0,1,65,1
36,1,9,0,0,1,0,0,41,0
38,0,10,1,0,0,0,0,40,1
57,1,13,1,0,0,0,1,39,0
22,0,10,0,0,1,0,0,15,1
80,0,9,1,0,1,0,0,8,0
20,0,10,0,0,1,0,1,35,1
40,0,7,0,0,0,0,1,36,1
36,0,13,1,0,1,0,1,50,1
27,1,9,0,0,0,0,0,40,0
52,1,9,0,0,0,0,1,50,1
43,1,9,0,0,0,0,0,44,0
35,1,9,0,0,1,0,1,40,0
29,0,9,0,0,1,0,1,40,0
27,1,10,1,0,0,0,1,40,0
24,1,9,1,0,0,0,0,25,1
49,1,14,1,0,1,0,1,40,0
26,0,10,0,0,1,0,0,30,1
47,1,9,0,0,0,0,1,32,0
20,1,10,1,0,1,0,1,40,1
19,1,9,0,0,0,0,1,40,0
34,1,14,0,0,1,2258,1,50,0
20,1,9,1,0,1,0,1,40,0
23,0,7,1,0,0,0,1,35,1
25,0,13,1,0,0,0,0,40,0
21,0,9,1,0,1,0,1,36,1
25,1,9,1,0,0,0,0,40,1
63,1,10,1,0,0,0,1,32,0
25,0,13,0,0,1,0,1,50,1
28,0,9,0,0,0,0,0,40,0
39,1,14,1,0,0,0,0,60,0
28,0,10,1,4865,0,0,1,40,0
30,0,13,1,0,0,0,0,45,1
41,0,11,1,0,1,0,1,40,0
52,0,12,1,4865,1,0,1,30,1
36,1,9,1,4064,1,0,1,40,1
47,0,13,1,0,1,1887,0,40,0
27,1,5,0,0,1,0,1,50,0
32,1,10,0,0,0,0,1,40,1
52,1,9,1,99999,0,0,1,45,1
50,0,9,1,0,1,0,0,70,0
21,0,10,0,0,1,0,1,30,1
60,1,9,0,0,0,0,1,37,1
47,0,7,1,0,1,0,1,36,0
54,0,9,0,0,1,0,0,60,0
32,0,14,1,0,0,0,0,50,1
61,0,10,0,0,0,0,0,40,0
21,1,9,1,0,0,1504,0,40,0
29,0,10,0,4386,1,0,1,45,1
36,0,9,1,0,1,0,1,70,1
38,1,9,1,0,1,0,0,20,1
59,1,6,1,0,0,0,1,52,0
43,0,10,1,0,0,0,1,40,1
19,1,7,0,0,0,0,0,10,0
42,1,13,0,5013,1,0,1,40,0
33,1,10,0,0,1,0,0,45,1
47,1,9,0,5013,0,0,0,40,1
51,1,9,0,7298,0,0,1,40,0
28,0,10,0,0,0,0,1,40,0
61,0,10,1,0,1,0,1,43,1
23,0,13,1,0,0,0,0,60,1
31,0,5,0,0,0,0,0,40,0
38,0,7,1,0,0,0,1,55,1
21,0,5,0,0,1,0,1,40,1
22,0,9,0,0,0,0,1,50,0
35,1,14,0,0,0,1887,0,40,1
53,0,13,0,0,1,0,0,48,0
40,1,9,1,0,1,0,0,24,1
36,0,9,0,0,1,0,0,50,0
33,0,9,0,0,0,0,1,65,1
23,0,9,0,0,0,0,1,50,1
51,1,9,0,4386,0,0,1,40,0
31,0,9,0,0,0,0,0,48,0
28,1,9,1,5721,1,0,1,40,1
26,0,13,0,0,1,0,0,40,1
32,1,13,1,0,1,0,1,60,1
43,0,13,1,0,0,0,1,45,1
19,1,9,1,0,1,0,1,50,1
46,1,7,0,0,0,0,1,40,1
49,1,16,0,0,0,0,1,45,0
31,0,6,0,0,1,0,0,40,0
45,0,13,0,0,0,0,1,40,0
41,0,3,1,0,1,0,1,40,1
